,Year,Category,Country,Medals
595,tokyo-2020,3x3 Basketball,ROC,2
596,tokyo-2020,3x3 Basketball,Serbia,1
597,tokyo-2020,3x3 Basketball,United States of America,1
598,tokyo-2020,3x3 Basketball,People's Republic of China,1
599,tokyo-2020,Rhythmic Gymnastics,ROC,2
600,tokyo-2020,Rhythmic Gymnastics,Belarus,1
601,tokyo-2020,Rhythmic Gymnastics,Israel,1
602,tokyo-2020,Rhythmic Gymnastics,Bulgaria,1
603,tokyo-2020,Rhythmic Gymnastics,Italy,1
604,tokyo-2020,Hockey,Belgium,1
605,tokyo-2020,Hockey,Australia,1
606,tokyo-2020,Hockey,India,1
607,tokyo-2020,Hockey,Netherlands,1
608,tokyo-2020,Hockey,Argentina,1
609,tokyo-2020,Hockey,Great Britain,1
610,tokyo-2020,Beach Volleyball,United States of America,2
611,tokyo-2020,Beach Volleyball,Australia,2
612,tokyo-2020,Beach Volleyball,Switzerland,2
613,tokyo-2020,Beach Volleyball,Norway,2
614,tokyo-2020,Beach Volleyball,ROC,2
615,tokyo-2020,Beach Volleyball,Qatar,2
616,pyeongchang-2018,Skeleton,Great Britain,3
617,pyeongchang-2018,Skeleton,Germany,1
618,pyeongchang-2018,Skeleton,Republic of Korea,1
619,pyeongchang-2018,Skeleton,Olympic Athletes from Russia,1
620,pyeongchang-2018,Speed skating,Netherlands,16
621,pyeongchang-2018,Speed skating,Canada,2
622,pyeongchang-2018,Speed skating,Norway,4
623,pyeongchang-2018,Speed skating,Japan,6
624,pyeongchang-2018,Speed skating,Republic of Korea,7
625,pyeongchang-2018,Speed skating,People's Republic of China,1
626,pyeongchang-2018,Speed skating,Czech Republic,2
627,pyeongchang-2018,Speed skating,Italy,1
628,pyeongchang-2018,Speed skating,United States of America,1
629,pyeongchang-2018,Speed skating,Olympic Athletes from Russia,1
630,pyeongchang-2018,Speed skating,Belgium,1
631,pyeongchang-2018,Biathlon,France,5
632,pyeongchang-2018,Biathlon,Norway,6
633,pyeongchang-2018,Biathlon,Italy,2
634,pyeongchang-2018,Biathlon,Slovenia,1
635,pyeongchang-2018,Biathlon,Austria,1
636,pyeongchang-2018,Biathlon,Sweden,4
637,pyeongchang-2018,Biathlon,Slovakia,3
638,pyeongchang-2018,Biathlon,Germany,7
639,pyeongchang-2018,Biathlon,Czech Republic,2
640,pyeongchang-2018,Biathlon,Belarus,2
641,pyeongchang-2018,Snowboard,France,2
642,pyeongchang-2018,Snowboard,Australia,2
643,pyeongchang-2018,Snowboard,Spain,1
644,pyeongchang-2018,Snowboard,Canada,4
645,pyeongchang-2018,Snowboard,United States of America,7
646,pyeongchang-2018,Snowboard,Great Britain,1
647,pyeongchang-2018,Snowboard,Finland,1
648,pyeongchang-2018,Snowboard,Italy,1
649,pyeongchang-2018,Snowboard,Czech Republic,2
650,pyeongchang-2018,Snowboard,People's Republic of China,1
651,pyeongchang-2018,Snowboard,Germany,2
652,pyeongchang-2018,Snowboard,Switzerland,1
653,pyeongchang-2018,Snowboard,Republic of Korea,1
654,pyeongchang-2018,Snowboard,Slovenia,1
655,pyeongchang-2018,Snowboard,Japan,1
656,pyeongchang-2018,Snowboard,Austria,1
657,pyeongchang-2018,Snowboard,New Zealand,1
658,pyeongchang-2018,Freestyle Skiing,Switzerland,4
659,pyeongchang-2018,Freestyle Skiing,Great Britain,1
660,pyeongchang-2018,Freestyle Skiing,United States of America,4
661,pyeongchang-2018,Freestyle Skiing,New Zealand,1
662,pyeongchang-2018,Freestyle Skiing,Belarus,1
663,pyeongchang-2018,Freestyle Skiing,People's Republic of China,3
664,pyeongchang-2018,Freestyle Skiing,France,2
665,pyeongchang-2018,Freestyle Skiing,Canada,7
666,pyeongchang-2018,Freestyle Skiing,Kazakhstan,1
667,pyeongchang-2018,Freestyle Skiing,Australia,1
668,pyeongchang-2018,Freestyle Skiing,Japan,1
669,pyeongchang-2018,Freestyle Skiing,Olympic Athletes from Russia,2
670,pyeongchang-2018,Freestyle Skiing,Ukraine,1
671,pyeongchang-2018,Freestyle Skiing,Norway,1
672,pyeongchang-2018,Nordic Combined,Germany,5
673,pyeongchang-2018,Nordic Combined,Norway,1
674,pyeongchang-2018,Nordic Combined,Austria,2
675,pyeongchang-2018,Nordic Combined,Japan,1
676,pyeongchang-2018,Curling,Sweden,2
677,pyeongchang-2018,Curling,Republic of Korea,1
678,pyeongchang-2018,Curling,Japan,1
679,pyeongchang-2018,Curling,Canada,2
680,pyeongchang-2018,Curling,Switzerland,3
681,pyeongchang-2018,Curling,Norway,2
682,pyeongchang-2018,Curling,United States of America,1
683,pyeongchang-2018,Figure skating,Canada,6
684,pyeongchang-2018,Figure skating,Olympic Athletes from Russia,3
685,pyeongchang-2018,Figure skating,United States of America,3
686,pyeongchang-2018,Figure skating,France,2
687,pyeongchang-2018,Figure skating,Germany,2
688,pyeongchang-2018,Figure skating,People's Republic of China,2
689,pyeongchang-2018,Figure skating,Japan,2
690,pyeongchang-2018,Figure skating,Spain,1
691,pyeongchang-2018,Ski Jumping,Poland,2
692,pyeongchang-2018,Ski Jumping,Germany,4
693,pyeongchang-2018,Ski Jumping,Norway,5
694,pyeongchang-2018,Ski Jumping,Japan,1
695,pyeongchang-2018,Short Track,Netherlands,4
696,pyeongchang-2018,Short Track,Canada,5
697,pyeongchang-2018,Short Track,Italy,3
698,pyeongchang-2018,Short Track,Republic of Korea,6
699,pyeongchang-2018,Short Track,People's Republic of China,3
700,pyeongchang-2018,Short Track,Hungary,1
701,pyeongchang-2018,Short Track,United States of America,1
702,pyeongchang-2018,Short Track,Olympic Athletes from Russia,1
703,pyeongchang-2018,Alpine Skiing,Switzerland,7
704,pyeongchang-2018,Alpine Skiing,United States of America,3
705,pyeongchang-2018,Alpine Skiing,Austria,7
706,pyeongchang-2018,Alpine Skiing,France,3
707,pyeongchang-2018,Alpine Skiing,Norway,7
708,pyeongchang-2018,Alpine Skiing,Sweden,2
709,pyeongchang-2018,Alpine Skiing,Italy,2
710,pyeongchang-2018,Alpine Skiing,Czech Republic,1
711,pyeongchang-2018,Alpine Skiing,Liechtenstein,1
712,pyeongchang-2018,Luge,Germany,8
713,pyeongchang-2018,Luge,Canada,2
714,pyeongchang-2018,Luge,Austria,4
715,pyeongchang-2018,Luge,United States of America,1
716,pyeongchang-2018,Ice Hockey,United States of America,1
717,pyeongchang-2018,Ice Hockey,Canada,2
718,pyeongchang-2018,Ice Hockey,Finland,1
719,pyeongchang-2018,Ice Hockey,Olympic Athletes from Russia,1
720,pyeongchang-2018,Ice Hockey,Germany,1
721,pyeongchang-2018,Cross Country Skiing,Norway,16
722,pyeongchang-2018,Cross Country Skiing,Sweden,7
723,pyeongchang-2018,Cross Country Skiing,Olympic Athletes from Russia,9
724,pyeongchang-2018,Cross Country Skiing,Italy,1
725,pyeongchang-2018,Cross Country Skiing,Switzerland,1
726,pyeongchang-2018,Cross Country Skiing,France,3
727,pyeongchang-2018,Cross Country Skiing,Finland,4
728,pyeongchang-2018,Cross Country Skiing,United States of America,2
729,pyeongchang-2018,Bobsleigh,Germany,6
730,pyeongchang-2018,Bobsleigh,United States of America,2
731,pyeongchang-2018,Bobsleigh,Canada,4
732,pyeongchang-2018,Bobsleigh,Republic of Korea,1
733,pyeongchang-2018,Bobsleigh,Latvia,2
734,rio-2016,Cycling BMX,Colombia,2
735,rio-2016,Cycling BMX,United States of America,2
736,rio-2016,Cycling BMX,Venezuela,1
737,rio-2016,Cycling BMX,Netherlands,1
738,rio-2016,Golf,Great Britain,1
739,rio-2016,Golf,Sweden,1
740,rio-2016,Golf,United States of America,1
741,rio-2016,Golf,Republic of Korea,1
742,rio-2016,Golf,New Zealand,1
743,rio-2016,Golf,People's Republic of China,1
744,rio-2016,Basketball,United States of America,2
745,rio-2016,Basketball,Serbia,2
746,rio-2016,Basketball,Spain,2
747,rio-2016,Rugby,Fiji,1
748,rio-2016,Rugby,Great Britain,1
749,rio-2016,Rugby,South Africa,1
750,rio-2016,Rugby,Australia,1
751,rio-2016,Rugby,New Zealand,1
752,rio-2016,Rugby,Canada,1
753,rio-2016,Gymnastics Rhythmic,Russian Federation,3
754,rio-2016,Gymnastics Rhythmic,Spain,1
755,rio-2016,Gymnastics Rhythmic,Bulgaria,1
756,rio-2016,Gymnastics Rhythmic,Ukraine,1
757,rio-2016,Fencing,Hungary,4
758,rio-2016,Fencing,Italy,4
759,rio-2016,Fencing,People's Republic of China,2
760,rio-2016,Fencing,United States of America,4
761,rio-2016,Fencing,Russian Federation,7
762,rio-2016,Fencing,Ukraine,2
763,rio-2016,Fencing,Tunisia,1
764,rio-2016,Fencing,Romania,1
765,rio-2016,Fencing,Republic of Korea,2
766,rio-2016,Fencing,France,3
767,rio-2016,Football,Germany,2
768,rio-2016,Football,Sweden,1
769,rio-2016,Football,Canada,1
770,rio-2016,Football,Brazil,1
771,rio-2016,Football,Nigeria,1
772,rio-2016,Modern Pentathlon,Australia,1
773,rio-2016,Modern Pentathlon,France,1
774,rio-2016,Modern Pentathlon,Poland,1
775,rio-2016,Modern Pentathlon,Russian Federation,1
776,rio-2016,Modern Pentathlon,Ukraine,1
777,rio-2016,Modern Pentathlon,Mexico,1
778,rio-2016,Equestrian Jumping,France,1
779,rio-2016,Equestrian Jumping,United States of America,1
780,rio-2016,Equestrian Jumping,Germany,1
781,rio-2016,Equestrian Jumping,Great Britain,1
782,rio-2016,Equestrian Jumping,Sweden,1
783,rio-2016,Equestrian Jumping,Canada,1
784,rio-2016,Shooting,Greece,2
785,rio-2016,Shooting,Germany,4
786,rio-2016,Shooting,Switzerland,1
787,rio-2016,Shooting,France,2
788,rio-2016,Shooting,People's Republic of China,7
789,rio-2016,Shooting,Republic of Korea,2
790,rio-2016,Shooting,Vietnam,2
791,rio-2016,Shooting,Democratic People's Republic of Korea,1
792,rio-2016,Shooting,Italy,7
793,rio-2016,Shooting,Russian Federation,4
794,rio-2016,Shooting,Independent Olympic Athletes,2
795,rio-2016,Shooting,Great Britain,2
796,rio-2016,Shooting,Australia,1
797,rio-2016,Shooting,New Zealand,1
798,rio-2016,Shooting,United States of America,3
799,rio-2016,Shooting,Sweden,1
800,rio-2016,Shooting,Brazil,1
801,rio-2016,Shooting,Ukraine,1
802,rio-2016,Shooting,Croatia,1
803,rio-2016,Cycling Track,Germany,3
804,rio-2016,Cycling Track,Great Britain,11
805,rio-2016,Cycling Track,United States of America,2
806,rio-2016,Cycling Track,Canada,1
807,rio-2016,Cycling Track,People's Republic of China,2
808,rio-2016,Cycling Track,Russian Federation,3
809,rio-2016,Cycling Track,Italy,1
810,rio-2016,Cycling Track,Denmark,2
811,rio-2016,Cycling Track,Australia,2
812,rio-2016,Cycling Track,Netherlands,2
813,rio-2016,Cycling Track,Belgium,1
814,rio-2016,Cycling Track,New Zealand,1
815,rio-2016,Cycling Track,France,1
816,rio-2016,Cycling Track,Malaysia,1
817,rio-2016,Athletics,Tajikistan,1
818,rio-2016,Athletics,Belarus,1
819,rio-2016,Athletics,Poland,3
820,rio-2016,Athletics,Kenya,13
821,rio-2016,Athletics,Ethiopia,8
822,rio-2016,Athletics,United States of America,32
823,rio-2016,Athletics,Canada,6
824,rio-2016,Athletics,Qatar,1
825,rio-2016,Athletics,Ukraine,1
826,rio-2016,Athletics,Algeria,2
827,rio-2016,Athletics,People's Republic of China,6
828,rio-2016,Athletics,Great Britain,7
829,rio-2016,Athletics,Jamaica,11
830,rio-2016,Athletics,Slovakia,1
831,rio-2016,Athletics,Australia,2
832,rio-2016,Athletics,Japan,2
833,rio-2016,Athletics,Brazil,1
834,rio-2016,Athletics,France,6
835,rio-2016,Athletics,Bahrain,2
836,rio-2016,Athletics,New Zealand,4
837,rio-2016,Athletics,Germany,3
838,rio-2016,Athletics,Greece,1
839,rio-2016,Athletics,Hungary,1
840,rio-2016,Athletics,Belgium,1
841,rio-2016,Athletics,Trinidad and Tobago,1
842,rio-2016,Athletics,Colombia,1
843,rio-2016,Athletics,Venezuela,1
844,rio-2016,Athletics,Kazakhstan,1
845,rio-2016,Athletics,Turkey,1
846,rio-2016,Athletics,Serbia,1
847,rio-2016,Athletics,Bahamas,2
848,rio-2016,Athletics,South Africa,4
849,rio-2016,Athletics,Grenada,1
850,rio-2016,Athletics,Croatia,3
851,rio-2016,Athletics,Cuba,1
852,rio-2016,Athletics,Spain,2
853,rio-2016,Athletics,Bulgaria,1
854,rio-2016,Athletics,Czech Republic,1
855,rio-2016,Athletics,Denmark,1
856,rio-2016,Athletics,Netherlands,1
857,rio-2016,Athletics,Mexico,1
858,rio-2016,Athletics,Burundi,1
859,rio-2016,Beach Volleyball,Germany,2
860,rio-2016,Beach Volleyball,Brazil,4
861,rio-2016,Beach Volleyball,United States of America,2
862,rio-2016,Beach Volleyball,Italy,2
863,rio-2016,Beach Volleyball,Netherlands,2
864,rio-2016,Weightlifting,Democratic People's Republic of Korea,4
865,rio-2016,Weightlifting,Belarus,2
866,rio-2016,Weightlifting,Spain,1
867,rio-2016,Weightlifting,People's Republic of China,7
868,rio-2016,Weightlifting,Kazakhstan,6
869,rio-2016,Weightlifting,Uzbekistan,1
870,rio-2016,Weightlifting,Armenia,2
871,rio-2016,Weightlifting,Thailand,4
872,rio-2016,Weightlifting,Chinese Taipei,2
873,rio-2016,Weightlifting,Philippines,1
874,rio-2016,Weightlifting,Republic of Korea,1
875,rio-2016,Weightlifting,Islamic Republic of Iran,2
876,rio-2016,Weightlifting,Colombia,2
877,rio-2016,Weightlifting,Indonesia,2
878,rio-2016,Weightlifting,Georgia,2
879,rio-2016,Weightlifting,Lithuania,1
880,rio-2016,Weightlifting,Egypt,2
881,rio-2016,Weightlifting,United States of America,1
882,rio-2016,Weightlifting,Turkey,1
883,rio-2016,Weightlifting,Japan,1
884,rio-2016,Canoe Sprint,Great Britain,3
885,rio-2016,Canoe Sprint,France,1
886,rio-2016,Canoe Sprint,Spain,4
887,rio-2016,Canoe Sprint,Germany,10
888,rio-2016,Canoe Sprint,Hungary,4
889,rio-2016,Canoe Sprint,Poland,3
890,rio-2016,Canoe Sprint,Denmark,1
891,rio-2016,Canoe Sprint,New Zealand,2
892,rio-2016,Canoe Sprint,Serbia,2
893,rio-2016,Canoe Sprint,Australia,2
894,rio-2016,Canoe Sprint,Belarus,1
895,rio-2016,Canoe Sprint,Ukraine,3
896,rio-2016,Canoe Sprint,Azerbaijan,2
897,rio-2016,Canoe Sprint,Brazil,4
898,rio-2016,Canoe Sprint,Lithuania,2
899,rio-2016,Canoe Sprint,Czech Republic,2
900,rio-2016,Canoe Sprint,Russian Federation,2
901,rio-2016,Canoe Sprint,Slovakia,1
902,rio-2016,Water Polo,Serbia,1
903,rio-2016,Water Polo,Croatia,1
904,rio-2016,Water Polo,Italy,2
905,rio-2016,Water Polo,United States of America,1
906,rio-2016,Water Polo,Russian Federation,1
907,rio-2016,Rowing,France,3
908,rio-2016,Rowing,Ireland,2
909,rio-2016,Rowing,Norway,4
910,rio-2016,Rowing,Great Britain,7
911,rio-2016,Rowing,Australia,3
912,rio-2016,Rowing,Italy,3
913,rio-2016,Rowing,Croatia,3
914,rio-2016,Rowing,Lithuania,4
915,rio-2016,Rowing,New Zealand,5
916,rio-2016,Rowing,Czech Republic,1
917,rio-2016,Rowing,Poland,3
918,rio-2016,Rowing,Germany,3
919,rio-2016,Rowing,Netherlands,4
920,rio-2016,Rowing,Switzerland,1
921,rio-2016,Rowing,Denmark,3
922,rio-2016,Rowing,United States of America,2
923,rio-2016,Rowing,Romania,1
924,rio-2016,Rowing,People's Republic of China,3
925,rio-2016,Rowing,Canada,2
926,rio-2016,Rowing,South Africa,2
927,rio-2016,Rowing,Estonia,1
928,rio-2016,Cycling Mountain Bike,Sweden,1
929,rio-2016,Cycling Mountain Bike,Poland,1
930,rio-2016,Cycling Mountain Bike,Canada,1
931,rio-2016,Cycling Mountain Bike,Switzerland,1
932,rio-2016,Cycling Mountain Bike,Czech Republic,1
933,rio-2016,Cycling Mountain Bike,Spain,1
934,rio-2016,Archery,Republic of Korea,5
935,rio-2016,Archery,Russian Federation,1
936,rio-2016,Archery,Chinese Taipei,1
937,rio-2016,Archery,France,1
938,rio-2016,Archery,United States of America,2
939,rio-2016,Archery,Germany,1
940,rio-2016,Archery,Australia,1
941,rio-2016,Gymnastics Artistic,Germany,2
942,rio-2016,Gymnastics Artistic,United States of America,12
943,rio-2016,Gymnastics Artistic,Great Britain,6
944,rio-2016,Gymnastics Artistic,Brazil,3
945,rio-2016,Gymnastics Artistic,Greece,1
946,rio-2016,Gymnastics Artistic,Russian Federation,8
947,rio-2016,Gymnastics Artistic,Japan,3
948,rio-2016,Gymnastics Artistic,People's Republic of China,2
949,rio-2016,Gymnastics Artistic,Ukraine,2
950,rio-2016,Gymnastics Artistic,Netherlands,1
951,rio-2016,Gymnastics Artistic,Switzerland,1
952,rio-2016,Gymnastics Artistic,Democratic People's Republic of Korea,1
953,rio-2016,Marathon Swimming,Netherlands,2
954,rio-2016,Marathon Swimming,Greece,1
955,rio-2016,Marathon Swimming,France,1
956,rio-2016,Marathon Swimming,Italy,1
957,rio-2016,Marathon Swimming,Brazil,1
958,rio-2016,Boxing,France,6
959,rio-2016,Boxing,Great Britain,3
960,rio-2016,Boxing,Croatia,1
961,rio-2016,Boxing,Kazakhstan,5
962,rio-2016,Boxing,Cuba,6
963,rio-2016,Boxing,Uzbekistan,7
964,rio-2016,Boxing,Colombia,2
965,rio-2016,Boxing,United States of America,3
966,rio-2016,Boxing,Venezuela,1
967,rio-2016,Boxing,People's Republic of China,4
968,rio-2016,Boxing,Finland,1
969,rio-2016,Boxing,Russian Federation,4
970,rio-2016,Boxing,Azerbaijan,2
971,rio-2016,Boxing,Mexico,1
972,rio-2016,Boxing,Morocco,1
973,rio-2016,Boxing,Netherlands,1
974,rio-2016,Boxing,Germany,1
975,rio-2016,Boxing,Brazil,1
976,rio-2016,Boxing,Mongolia,1
977,rio-2016,Canoe Slalom,Great Britain,3
978,rio-2016,Canoe Slalom,Slovenia,1
979,rio-2016,Canoe Slalom,Czech Republic,1
980,rio-2016,Canoe Slalom,Spain,1
981,rio-2016,Canoe Slalom,New Zealand,1
982,rio-2016,Canoe Slalom,Australia,1
983,rio-2016,Canoe Slalom,France,3
984,rio-2016,Canoe Slalom,Slovakia,3
985,rio-2016,Canoe Slalom,Japan,1
986,rio-2016,Wrestling,Japan,7
987,rio-2016,Wrestling,Azerbaijan,9
988,rio-2016,Wrestling,People's Republic of China,2
989,rio-2016,Wrestling,Bulgaria,1
990,rio-2016,Wrestling,Russian Federation,9
991,rio-2016,Wrestling,Kazakhstan,3
992,rio-2016,Wrestling,Sweden,2
993,rio-2016,Wrestling,Turkey,5
994,rio-2016,Wrestling,United States of America,3
995,rio-2016,Wrestling,Cuba,3
996,rio-2016,Wrestling,Uzbekistan,3
997,rio-2016,Wrestling,Norway,1
998,rio-2016,Wrestling,Ukraine,1
999,rio-2016,Wrestling,Belarus,3
1000,rio-2016,Wrestling,Germany,1
1001,rio-2016,Wrestling,Canada,1
1002,rio-2016,Wrestling,Italy,1
1003,rio-2016,Wrestling,Armenia,2
1004,rio-2016,Wrestling,Islamic Republic of Iran,5
1005,rio-2016,Wrestling,Tunisia,1
1006,rio-2016,Wrestling,India,1
1007,rio-2016,Wrestling,Georgia,3
1008,rio-2016,Wrestling,Poland,1
1009,rio-2016,Wrestling,Denmark,1
1010,rio-2016,Wrestling,Republic of Korea,1
1011,rio-2016,Wrestling,Serbia,1
1012,rio-2016,Wrestling,Romania,1
1013,rio-2016,Synchronized Swimming,Russian Federation,3
1014,rio-2016,Synchronized Swimming,People's Republic of China,3
1015,rio-2016,Synchronized Swimming,Japan,3
1016,rio-2016,Volleyball,People's Republic of China,1
1017,rio-2016,Volleyball,Serbia,1
1018,rio-2016,Volleyball,United States of America,2
1019,rio-2016,Volleyball,Brazil,1
1020,rio-2016,Volleyball,Italy,1
1021,rio-2016,Sailing,Croatia,3
1022,rio-2016,Sailing,Australia,7
1023,rio-2016,Sailing,Greece,2
1024,rio-2016,Sailing,New Zealand,7
1025,rio-2016,Sailing,Brazil,2
1026,rio-2016,Sailing,Denmark,3
1027,rio-2016,Sailing,France,4
1028,rio-2016,Sailing,People's Republic of China,1
1029,rio-2016,Sailing,Russian Federation,1
1030,rio-2016,Sailing,Netherlands,2
1031,rio-2016,Sailing,Great Britain,4
1032,rio-2016,Sailing,Slovenia,1
1033,rio-2016,Sailing,United States of America,1
1034,rio-2016,Sailing,Germany,2
1035,rio-2016,Sailing,Argentina,2
1036,rio-2016,Sailing,Austria,2
1037,rio-2016,Sailing,Ireland,1
1038,rio-2016,Trampoline,Belarus,1
1039,rio-2016,Trampoline,People's Republic of China,3
1040,rio-2016,Trampoline,Canada,1
1041,rio-2016,Trampoline,Great Britain,1
1042,rio-2016,Hockey,Great Britain,1
1043,rio-2016,Hockey,Netherlands,1
1044,rio-2016,Hockey,Germany,2
1045,rio-2016,Hockey,Argentina,1
1046,rio-2016,Hockey,Belgium,1
1047,rio-2016,Cycling Road,Belgium,1
1048,rio-2016,Cycling Road,Denmark,1
1049,rio-2016,Cycling Road,Poland,1
1050,rio-2016,Cycling Road,United States of America,1
1051,rio-2016,Cycling Road,Russian Federation,1
1052,rio-2016,Cycling Road,Netherlands,3
1053,rio-2016,Cycling Road,Sweden,1
1054,rio-2016,Cycling Road,Italy,1
1055,rio-2016,Cycling Road,Switzerland,1
1056,rio-2016,Cycling Road,Great Britain,1
1057,rio-2016,Handball,Denmark,1
1058,rio-2016,Handball,France,2
1059,rio-2016,Handball,Germany,1
1060,rio-2016,Handball,Russian Federation,1
1061,rio-2016,Handball,Norway,1
1062,rio-2016,Diving,People's Republic of China,14
1063,rio-2016,Diving,Malaysia,2
1064,rio-2016,Diving,Canada,3
1065,rio-2016,Diving,Great Britain,5
1066,rio-2016,Diving,Germany,1
1067,rio-2016,Diving,United States of America,5
1068,rio-2016,Diving,Mexico,1
1069,rio-2016,Diving,Italy,3
1070,rio-2016,Diving,Australia,2
1071,rio-2016,Badminton,Indonesia,2
1072,rio-2016,Badminton,Malaysia,5
1073,rio-2016,Badminton,People's Republic of China,5
1074,rio-2016,Badminton,Denmark,3
1075,rio-2016,Badminton,Great Britain,2
1076,rio-2016,Badminton,Spain,1
1077,rio-2016,Badminton,India,1
1078,rio-2016,Badminton,Japan,3
1079,rio-2016,Badminton,Republic of Korea,2
1080,rio-2016,Table Tennis,People's Republic of China,6
1081,rio-2016,Table Tennis,Japan,3
1082,rio-2016,Table Tennis,Democratic People's Republic of Korea,1
1083,rio-2016,Table Tennis,Germany,2
1084,rio-2016,Judo,United States of America,2
1085,rio-2016,Judo,France,5
1086,rio-2016,Judo,Brazil,3
1087,rio-2016,Judo,Slovenia,2
1088,rio-2016,Judo,Argentina,1
1089,rio-2016,Judo,Republic of Korea,3
1090,rio-2016,Judo,Japan,12
1091,rio-2016,Judo,Kazakhstan,2
1092,rio-2016,Judo,Italy,2
1093,rio-2016,Judo,Uzbekistan,2
1094,rio-2016,Judo,Colombia,1
1095,rio-2016,Judo,Great Britain,1
1096,rio-2016,Judo,Germany,1
1097,rio-2016,Judo,Mongolia,1
1098,rio-2016,Judo,Portugal,1
1099,rio-2016,Judo,Georgia,2
1100,rio-2016,Judo,People's Republic of China,2
1101,rio-2016,Judo,Israel,2
1102,rio-2016,Judo,Czech Republic,1
1103,rio-2016,Judo,Azerbaijan,2
1104,rio-2016,Judo,Russian Federation,3
1105,rio-2016,Judo,United Arab Emirates,1
1106,rio-2016,Judo,Netherlands,1
1107,rio-2016,Judo,Cuba,1
1108,rio-2016,Judo,Belgium,1
1109,rio-2016,Judo,Kosovo,1
1110,rio-2016,Equestrian Eventing,France,2
1111,rio-2016,Equestrian Eventing,Germany,2
1112,rio-2016,Equestrian Eventing,Australia,1
1113,rio-2016,Equestrian Eventing,United States of America,1
1114,rio-2016,Taekwondo,Azerbaijan,3
1115,rio-2016,Taekwondo,Niger,1
1116,rio-2016,Taekwondo,Brazil,1
1117,rio-2016,Taekwondo,Republic of Korea,5
1118,rio-2016,Taekwondo,Jordan,1
1119,rio-2016,Taekwondo,Russian Federation,1
1120,rio-2016,Taekwondo,Spain,2
1121,rio-2016,Taekwondo,Côte d'Ivoire,2
1122,rio-2016,Taekwondo,Great Britain,3
1123,rio-2016,Taekwondo,Tunisia,1
1124,rio-2016,Taekwondo,People's Republic of China,2
1125,rio-2016,Taekwondo,Thailand,2
1126,rio-2016,Taekwondo,Dominican Republic,1
1127,rio-2016,Taekwondo,Serbia,1
1128,rio-2016,Taekwondo,France,1
1129,rio-2016,Taekwondo,Turkey,1
1130,rio-2016,Taekwondo,Egypt,1
1131,rio-2016,Taekwondo,Islamic Republic of Iran,1
1132,rio-2016,Taekwondo,Mexico,1
1133,rio-2016,Taekwondo,United States of America,1
